 ,Total Votes:,"25,793", 
 , , , 
,,,
U.S. President, , ,10 of 10 Precincts Reported
Hillary Clinton,Democratic,332,47.03%
Henry Hewes,Democratic,1,0.14%
"Roque ""Rocky"" De La Fuente",Democratic,0,0.00%
Bernie Sanders,Democratic,361,51.13%
Keith Judd,Democratic,0,0.00%
Willie L. Wilson,Democratic,0,0.00%
Martin J. O'Malley,Democratic,2,0.28%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,0,0.00%
Uncommitted,Democratic,10,1.42%
 ,Party Total:,706, 
 , , , 
Chris Christie,Republican,7,0.22%
Jeb Bush,Republican,10,0.32%
Ben Carson,Republican,50,1.59%
Donald J. Trump,Republican,"1,355",42.95%
Marco Rubio,Republican,102,3.23%
Ted Cruz,Republican,"1,404",44.50%
Rick Santorum,Republican,4,0.13%
Carly Fiorina,Republican,4,0.13%
John R. Kasich,Republican,182,5.77%
Rand Paul,Republican,10,0.32%
Jim Lynch,Republican,1,0.03%
Mike Huckabee,Republican,12,0.38%
Uncommitted,Republican,14,0.44%
 ,Party Total:,"3,155", 
 , , , 
Austin Petersen,Libertarian,0,0.00%
Steven Elliott (Steve) Kerbel,Libertarian,1,33.33%
Rhett Rosenquest Smith,Libertarian,1,33.33%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,1,33.33%
 ,Party Total:,3, 
 , , , 
Uncommitted,Constitution,3,100.00%
 ,Total Votes:,"3,867", 
 , , , 
,,,
U.S. President, , ,13 of 13 Precincts Reported
Hillary Clinton,Democratic,321,52.11%
Henry Hewes,Democratic,3,0.49%
"Roque ""Rocky"" De La Fuente",Democratic,0,0.00%
Bernie Sanders,Democratic,274,44.48%
Keith Judd,Democratic,1,0.16%
Willie L. Wilson,Democratic,2,0.33%
Martin J. O'Malley,Democratic,1,0.16%
John Wolfe,Democratic,3,0.49%
Jon Adams,Democratic,1,0.16%
Uncommitted,Democratic,10,1.62%
 ,Party Total:,616, 
 , , , 
Chris Christie,Republican,6,0.43%
Jeb Bush,Republican,3,0.21%
Ben Carson,Republican,19,1.35%
Donald J. Trump,Republican,597,42.34%
Marco Rubio,Republican,74,5.25%
Ted Cruz,Republican,569,40.36%
Rick Santorum,Republican,2,0.14%
Carly Fiorina,Republican,0,0.00%
John R. Kasich,Republican,132,9.36%
Rand Paul,Republican,0,0.00%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,5,0.36%
Uncommitted,Republican,3,0.21%
 ,Party Total:,"1,410", 
 , , , 
Austin Petersen,Libertarian,1,100.00%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,0,0.00%
 ,Party Total:,1, 
 , , , 
Uncommitted,Constitution,1,100.00%
 ,Total Votes:,"2,028", 
 , , , 
,,,
U.S. President, , ,27 of 27 Precincts Reported
Hillary Clinton,Democratic,"2,146",40.78%
Henry Hewes,Democratic,3,0.06%
"Roque ""Rocky"" De La Fuente",Democratic,2,0.04%
Bernie Sanders,Democratic,"3,073",58.40%
Keith Judd,Democratic,1,0.02%
Willie L. Wilson,Democratic,1,0.02%
Martin J. O'Malley,Democratic,2,0.04%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,5,0.10%
Uncommitted,Democratic,29,0.55%
 ,Party Total:,"5,262", 
 , , , 
Chris Christie,Republican,23,0.12%
Jeb Bush,Republican,39,0.20%
Ben Carson,Republican,154,0.78%
Donald J. Trump,Republican,"6,907",34.77%
Marco Rubio,Republican,833,4.19%
Ted Cruz,Republican,"10,586",53.29%
Rick Santorum,Republican,12,0.06%
Carly Fiorina,Republican,8,0.04%
John R. Kasich,Republican,"1,181",5.95%
Rand Paul,Republican,33,0.17%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,51,0.26%
Uncommitted,Republican,37,0.19%
 ,Party Total:,"19,864", 
 , , , 
Austin Petersen,Libertarian,11,47.83%
Steven Elliott (Steve) Kerbel,Libertarian,2,8.70%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,1,4.35%
Uncommitted,Libertarian,9,39.13%
 ,Party Total:,23, 
 , , , 
Uncommitted,Constitution,3,100.00%
 ,Total Votes:,"25,152", 
 , , , 
,,,
U.S. President, , ,7 of 7 Precincts Reported
Hillary Clinton,Democratic,202,51.40%
Henry Hewes,Democratic,0,0.00%
"Roque ""Rocky"" De La Fuente",Democratic,2,0.51%
Bernie Sanders,Democratic,178,45.29%
Keith Judd,Democratic,2,0.51%
Willie L. Wilson,Democratic,1,0.25%
Martin J. O'Malley,Democratic,2,0.51%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,0,0.00%
Uncommitted,Democratic,6,1.53%
 ,Party Total:,393, 
 , , , 
Chris Christie,Republican,5,0.42%
Jeb Bush,Republican,6,0.51%
Ben Carson,Republican,25,2.12%
Donald J. Trump,Republican,545,46.15%
Marco Rubio,Republican,51,4.32%
Ted Cruz,Republican,456,38.61%
Rick Santorum,Republican,2,0.17%
Carly Fiorina,Republican,2,0.17%
John R. Kasich,Republican,77,6.52%
Rand Paul,Republican,4,0.34%
Jim Lynch,Republican,1,0.09%
Mike Huckabee,Republican,3,0.25%
Uncommitted,Republican,4,0.34%
 ,Party Total:,"1,181", 
 , , , 
Austin Petersen,Libertarian,1,50.00%
Steven Elliott (Steve) Kerbel,Libertarian,1,50.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,0,0.00%
 ,Party Total:,2, 
 , , , 
Uncommitted,Constitution,0,0.00%
 ,Total Votes:,"1,576", 
 , , , 
,,,
U.S. President, , ,79 of 79 Precincts Reported
Hillary Clinton,Democratic,"10,630",45.51%
Henry Hewes,Democratic,12,0.05%
"Roque ""Rocky"" De La Fuente",Democratic,12,0.05%
Bernie Sanders,Democratic,"12,542",53.69%
Keith Judd,Democratic,8,0.03%
Willie L. Wilson,Democratic,6,0.03%
Martin J. O'Malley,Democratic,15,0.06%
John Wolfe,Democratic,9,0.04%
Jon Adams,Democratic,9,0.04%
Uncommitted,Democratic,117,0.50%
 ,Party Total:,"23,360", 
 , , , 
Chris Christie,Republican,49,0.15%
Jeb Bush,Republican,117,0.36%
Ben Carson,Republican,231,0.71%
Donald J. Trump,Republican,"12,291",37.50%
Marco Rubio,Republican,"2,368",7.23%
Ted Cruz,Republican,"13,559",41.37%
Rick Santorum,Republican,15,0.05%
Carly Fiorina,Republican,27,0.08%
John R. Kasich,Republican,"3,884",11.85%
Rand Paul,Republican,69,0.21%
Jim Lynch,Republican,6,0.02%
Mike Huckabee,Republican,50,0.15%
Uncommitted,Republican,111,0.34%
 ,Party Total:,"32,777", 
 , , , 
Austin Petersen,Libertarian,34,28.33%
Steven Elliott (Steve) Kerbel,Libertarian,13,10.83%
Rhett Rosenquest Smith,Libertarian,1,0.83%
Cecil Ince,Libertarian,4,3.33%
Marc Allan Feldman,Libertarian,10,8.33%
Uncommitted,Libertarian,58,48.33%
 ,Party Total:,120, 
 , , , 
Uncommitted,Constitution,22,100.00%
 ,Total Votes:,"56,279", 
 , , , 
,,,
U.S. President, , ,7 of 7 Precincts Reported
Hillary Clinton,Democratic,765,46.17%
Henry Hewes,Democratic,3,0.18%
"Roque ""Rocky"" De La Fuente",Democratic,4,0.24%
Bernie Sanders,Democratic,852,51.42%
Keith Judd,Democratic,4,0.24%
Willie L. Wilson,Democratic,1,0.06%
Martin J. O'Malley,Democratic,1,0.06%
John Wolfe,Democratic,1,0.06%
Jon Adams,Democratic,3,0.18%
Uncommitted,Democratic,23,1.39%
 ,Party Total:,"1,657", 
 , , , 
Chris Christie,Republican,11,0.30%
Jeb Bush,Republican,12,0.33%
Ben Carson,Republican,48,1.32%
Donald J. Trump,Republican,"1,635",45.00%
Marco Rubio,Republican,211,5.81%
Ted Cruz,Republican,"1,394",38.37%
Rick Santorum,Republican,5,0.14%
Carly Fiorina,Republican,2,0.06%
John R. Kasich,Republican,277,7.63%
Rand Paul,Republican,9,0.25%
Jim Lynch,Republican,3,0.08%
Mike Huckabee,Republican,7,0.19%
Uncommitted,Republican,19,0.52%
 ,Party Total:,"3,633", 
 , , , 
Austin Petersen,Libertarian,4,30.77%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,1,7.69%
Marc Allan Feldman,Libertarian,1,7.69%
Uncommitted,Libertarian,7,53.85%
 ,Party Total:,13, 
 , , , 
Uncommitted,Constitution,3,100.00%
 ,Total Votes:,"5,306", 
 , , , 
,,,
U.S. President, , ,29 of 29 Precincts Reported
Hillary Clinton,Democratic,"2,798",45.32%
Henry Hewes,Democratic,9,0.15%
"Roque ""Rocky"" De La Fuente",Democratic,4,0.07%
Bernie Sanders,Democratic,"3,303",53.50%
Keith Judd,Democratic,3,0.05%
Willie L. Wilson,Democratic,2,0.03%
Martin J. O'Malley,Democratic,5,0.08%
John Wolfe,Democratic,3,0.05%
Jon Adams,Democratic,4,0.07%
Uncommitted,Democratic,43,0.70%
 ,Party Total:,"6,174", 
 , , , 
Chris Christie,Republican,26,0.18%
Jeb Bush,Republican,61,0.41%
Ben Carson,Republican,163,1.11%
Donald J. Trump,Republican,"5,553",37.67%
Marco Rubio,Republican,"1,065",7.22%
Ted Cruz,Republican,"6,159",41.78%
Rick Santorum,Republican,8,0.05%
Carly Fiorina,Republican,12,0.08%
John R. Kasich,Republican,"1,587",10.76%
Rand Paul,Republican,23,0.16%
Jim Lynch,Republican,2,0.01%
Mike Huckabee,Republican,38,0.26%
Uncommitted,Republican,46,0.31%
 ,Party Total:,"14,743", 
 , , , 
Austin Petersen,Libertarian,11,30.56%
Steven Elliott (Steve) Kerbel,Libertarian,7,19.44%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,2,5.56%
Marc Allan Feldman,Libertarian,6,16.67%
Uncommitted,Libertarian,10,27.78%
 ,Party Total:,36, 
 , , , 
Uncommitted,Constitution,5,100.00%
 ,Total Votes:,"20,958", 
 , , , 
,,,
U.S. President, , ,11 of 11 Precincts Reported
Hillary Clinton,Democratic,516,50.10%
Henry Hewes,Democratic,1,0.10%
"Roque ""Rocky"" De La Fuente",Democratic,2,0.19%
Bernie Sanders,Democratic,501,48.64%
Keith Judd,Democratic,1,0.10%
Willie L. Wilson,Democratic,3,0.29%
Martin J. O'Malley,Democratic,0,0.00%
John Wolfe,Democratic,1,0.10%
Jon Adams,Democratic,1,0.10%
Uncommitted,Democratic,4,0.39%
 ,Party Total:,"1,030", 
 , , , 
Chris Christie,Republican,4,0.13%
Jeb Bush,Republican,14,0.46%
Ben Carson,Republican,32,1.04%
Donald J. Trump,Republican,"1,248",40.53%
Marco Rubio,Republican,137,4.45%
Ted Cruz,Republican,"1,369",44.46%
Rick Santorum,Republican,3,0.10%
Carly Fiorina,Republican,1,0.03%
John R. Kasich,Republican,256,8.31%
Rand Paul,Republican,4,0.13%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,6,0.20%
Uncommitted,Republican,5,0.16%
 ,Party Total:,"3,079", 
 , , , 
Austin Petersen,Libertarian,4,40.00%
Steven Elliott (Steve) Kerbel,Libertarian,1,10.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,3,30.00%
Uncommitted,Libertarian,2,20.00%
 ,Party Total:,10, 
 , , , 
Uncommitted,Constitution,1,100.00%
 ,Total Votes:,"4,120", 
 , , , 
,,,
U.S. President, , ,9 of 9 Precincts Reported
Hillary Clinton,Democratic,522,41.20%
Henry Hewes,Democratic,5,0.40%
"Roque ""Rocky"" De La Fuente",Democratic,3,0.24%
Bernie Sanders,Democratic,712,56.20%
Keith Judd,Democratic,3,0.24%
Willie L. Wilson,Democratic,3,0.24%
Martin J. O'Malley,Democratic,1,0.08%
John Wolfe,Democratic,2,0.16%
Jon Adams,Democratic,3,0.24%
Uncommitted,Democratic,13,1.03%
 ,Party Total:,"1,267", 
 , , , 
Chris Christie,Republican,9,0.22%
Jeb Bush,Republican,21,0.51%
Ben Carson,Republican,34,0.82%
Donald J. Trump,Republican,"2,189",52.99%
Marco Rubio,Republican,152,3.68%
Ted Cruz,Republican,"1,522",36.84%
Rick Santorum,Republican,4,0.10%
Carly Fiorina,Republican,3,0.07%
John R. Kasich,Republican,155,3.75%
Rand Paul,Republican,10,0.24%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,8,0.19%
Uncommitted,Republican,24,0.58%
 ,Party Total:,"4,131", 
 , , , 
Austin Petersen,Libertarian,2,33.33%
Steven Elliott (Steve) Kerbel,Libertarian,2,33.33%
Rhett Rosenquest Smith,Libertarian,1,16.67%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,1,16.67%
 ,Party Total:,6, 
 , , , 
Uncommitted,Constitution,3,100.00%
 ,Total Votes:,"5,407", 
 , , , 
,,,
U.S. President, , ,9 of 9 Precincts Reported
Hillary Clinton,Democratic,201,48.09%
Henry Hewes,Democratic,0,0.00%
"Roque ""Rocky"" De La Fuente",Democratic,0,0.00%
Bernie Sanders,Democratic,213,50.96%
Keith Judd,Democratic,2,0.48%
Willie L. Wilson,Democratic,0,0.00%
Martin J. O'Malley,Democratic,0,0.00%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,0,0.00%
Uncommitted,Democratic,2,0.48%
 ,Party Total:,418, 
 , , , 
Chris Christie,Republican,3,0.15%
Jeb Bush,Republican,8,0.40%
Ben Carson,Republican,19,0.94%
Donald J. Trump,Republican,787,39.10%
Marco Rubio,Republican,69,3.43%
Ted Cruz,Republican,997,49.53%
Rick Santorum,Republican,2,0.10%
Carly Fiorina,Republican,0,0.00%
John R. Kasich,Republican,112,5.56%
Rand Paul,Republican,2,0.10%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,9,0.45%
Uncommitted,Republican,5,0.25%
 ,Party Total:,"2,013", 
 , , , 
Austin Petersen,Libertarian,0,0.00%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,1,100.00%
 ,Party Total:,1, 
 , , , 
Uncommitted,Constitution,1,100.00%
 ,Total Votes:,"2,433", 
 , , , 
,,,
U.S. President, , ,14 of 14 Precincts Reported
Hillary Clinton,Democratic,397,42.92%
Henry Hewes,Democratic,1,0.11%
"Roque ""Rocky"" De La Fuente",Democratic,1,0.11%
Bernie Sanders,Democratic,515,55.68%
Keith Judd,Democratic,1,0.11%
Willie L. Wilson,Democratic,2,0.22%
Martin J. O'Malley,Democratic,1,0.11%
John Wolfe,Democratic,1,0.11%
Jon Adams,Democratic,1,0.11%
Uncommitted,Democratic,5,0.54%
 ,Party Total:,925, 
 , , , 
Chris Christie,Republican,5,0.14%
Jeb Bush,Republican,10,0.27%
Ben Carson,Republican,21,0.58%
Donald J. Trump,Republican,"1,672",45.76%
Marco Rubio,Republican,126,3.45%
Ted Cruz,Republican,"1,618",44.28%
Rick Santorum,Republican,2,0.06%
Carly Fiorina,Republican,0,0.00%
John R. Kasich,Republican,179,4.90%
Rand Paul,Republican,8,0.22%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,7,0.19%
Uncommitted,Republican,6,0.16%
 ,Party Total:,"3,654", 
 , , , 
Austin Petersen,Libertarian,2,22.22%
Steven Elliott (Steve) Kerbel,Libertarian,3,33.33%
Rhett Rosenquest Smith,Libertarian,1,11.11%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,2,22.22%
Uncommitted,Libertarian,1,11.11%
 ,Party Total:,9, 
 , , , 
Uncommitted,Constitution,3,100.00%
 ,Total Votes:,"4,591", 
 , , , 
,,,
U.S. President, , ,7 of 7 Precincts Reported
Hillary Clinton,Democratic,239,50.96%
Henry Hewes,Democratic,1,0.21%
"Roque ""Rocky"" De La Fuente",Democratic,1,0.21%
Bernie Sanders,Democratic,221,47.12%
Keith Judd,Democratic,0,0.00%
Willie L. Wilson,Democratic,0,0.00%
Martin J. O'Malley,Democratic,0,0.00%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,1,0.21%
Uncommitted,Democratic,6,1.28%
 ,Party Total:,469, 
 , , , 
Chris Christie,Republican,5,0.40%
Jeb Bush,Republican,3,0.24%
Ben Carson,Republican,11,0.87%
Donald J. Trump,Republican,634,50.32%
Marco Rubio,Republican,74,5.87%
Ted Cruz,Republican,410,32.54%
Rick Santorum,Republican,2,0.16%
Carly Fiorina,Republican,1,0.08%
John R. Kasich,Republican,105,8.33%
Rand Paul,Republican,2,0.16%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,6,0.48%
Uncommitted,Republican,7,0.56%
 ,Party Total:,"1,260", 
 , , , 
Austin Petersen,Libertarian,0,0.00%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,1,100.00%
Uncommitted,Libertarian,0,0.00%
 ,Party Total:,1, 
 , , , 
Uncommitted,Constitution,1,100.00%
 ,Total Votes:,"1,731", 
 , , , 
,,,
U.S. President, , ,9 of 9 Precincts Reported
Hillary Clinton,Democratic,221,38.98%
Henry Hewes,Democratic,3,0.53%
"Roque ""Rocky"" De La Fuente",Democratic,1,0.18%
Bernie Sanders,Democratic,328,57.85%
Keith Judd,Democratic,0,0.00%
Willie L. Wilson,Democratic,1,0.18%
Martin J. O'Malley,Democratic,2,0.35%
John Wolfe,Democratic,3,0.53%
Jon Adams,Democratic,0,0.00%
Uncommitted,Democratic,8,1.41%
 ,Party Total:,567, 
 , , , 
Chris Christie,Republican,6,0.33%
Jeb Bush,Republican,3,0.17%
Ben Carson,Republican,34,1.87%
Donald J. Trump,Republican,800,44.03%
Marco Rubio,Republican,105,5.78%
Ted Cruz,Republican,718,39.52%
Rick Santorum,Republican,3,0.17%
Carly Fiorina,Republican,1,0.06%
John R. Kasich,Republican,127,6.99%
Rand Paul,Republican,5,0.28%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,3,0.17%
Uncommitted,Republican,12,0.66%
 ,Party Total:,"1,817", 
 , , , 
Austin Petersen,Libertarian,3,50.00%
Steven Elliott (Steve) Kerbel,Libertarian,1,16.67%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,1,16.67%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,1,16.67%
 ,Party Total:,6, 
 , , , 
Uncommitted,Constitution,1,100.00%
 ,Total Votes:,"2,391", 
 , , , 
,,,
U.S. President, , ,9 of 9 Precincts Reported
Hillary Clinton,Democratic,327,40.52%
Henry Hewes,Democratic,4,0.50%
"Roque ""Rocky"" De La Fuente",Democratic,1,0.12%
Bernie Sanders,Democratic,449,55.64%
Keith Judd,Democratic,3,0.37%
Willie L. Wilson,Democratic,1,0.12%
Martin J. O'Malley,Democratic,1,0.12%
John Wolfe,Democratic,3,0.37%
Jon Adams,Democratic,1,0.12%
Uncommitted,Democratic,17,2.11%
 ,Party Total:,807, 
 , , , 
Chris Christie,Republican,3,0.09%
Jeb Bush,Republican,14,0.43%
Ben Carson,Republican,33,1.01%
Donald J. Trump,Republican,"1,688",51.45%
Marco Rubio,Republican,139,4.24%
Ted Cruz,Republican,"1,198",36.51%
Rick Santorum,Republican,2,0.06%
Carly Fiorina,Republican,2,0.06%
John R. Kasich,Republican,168,5.12%
Rand Paul,Republican,3,0.09%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,23,0.70%
Uncommitted,Republican,8,0.24%
 ,Party Total:,"3,281", 
 , , , 
Austin Petersen,Libertarian,3,50.00%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,3,50.00%
 ,Party Total:,6, 
 , , , 
Uncommitted,Constitution,2,100.00%
 ,Total Votes:,"4,096", 
 , , , 
,,,
U.S. President, , ,14 of 14 Precincts Reported
Hillary Clinton,Democratic,268,40.55%
Henry Hewes,Democratic,1,0.15%
"Roque ""Rocky"" De La Fuente",Democratic,0,0.00%
Bernie Sanders,Democratic,384,58.09%
Keith Judd,Democratic,2,0.30%
Willie L. Wilson,Democratic,1,0.15%
Martin J. O'Malley,Democratic,0,0.00%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,1,0.15%
Uncommitted,Democratic,4,0.61%
 ,Party Total:,661, 
 , , , 
Chris Christie,Republican,7,0.22%
Jeb Bush,Republican,10,0.32%
Ben Carson,Republican,38,1.21%
Donald J. Trump,Republican,"1,657",52.79%
Marco Rubio,Republican,93,2.96%
Ted Cruz,Republican,"1,155",36.80%
Rick Santorum,Republican,2,0.06%
Carly Fiorina,Republican,1,0.03%
John R. Kasich,Republican,133,4.24%
Rand Paul,Republican,8,0.26%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,15,0.48%
Uncommitted,Republican,20,0.64%
 ,Party Total:,"3,139", 
 , , , 
Austin Petersen,Libertarian,2,66.67%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,1,33.33%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,0,0.00%
 ,Party Total:,3, 
 , , , 
Uncommitted,Constitution,3,100.00%
 ,Total Votes:,"3,806", 
 , , , 
,,,
U.S. President, , ,18 of 18 Precincts Reported
Hillary Clinton,Democratic,724,60.94%
Henry Hewes,Democratic,0,0.00%
"Roque ""Rocky"" De La Fuente",Democratic,1,0.08%
Bernie Sanders,Democratic,448,37.71%
Keith Judd,Democratic,0,0.00%
Willie L. Wilson,Democratic,0,0.00%
Martin J. O'Malley,Democratic,0,0.00%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,1,0.08%
Uncommitted,Democratic,14,1.18%
 ,Party Total:,"1,188", 
 , , , 
Chris Christie,Republican,4,0.13%
Jeb Bush,Republican,10,0.31%
Ben Carson,Republican,36,1.13%
Donald J. Trump,Republican,"1,781",55.94%
Marco Rubio,Republican,113,3.55%
Ted Cruz,Republican,"1,037",32.57%
Rick Santorum,Republican,1,0.03%
Carly Fiorina,Republican,1,0.03%
John R. Kasich,Republican,179,5.62%
Rand Paul,Republican,6,0.19%
Jim Lynch,Republican,1,0.03%
Mike Huckabee,Republican,8,0.25%
Uncommitted,Republican,7,0.22%
 ,Party Total:,"3,184", 
 , , , 
Austin Petersen,Libertarian,4,100.00%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,0,0.00%
 ,Party Total:,4, 
 , , , 
Uncommitted,Constitution,1,100.00%
 ,Total Votes:,"4,377", 
 , , , 
,,,
U.S. President, , ,51 of 51 Precincts Reported
Hillary Clinton,Democratic,"3,701",42.88%
Henry Hewes,Democratic,10,0.12%
"Roque ""Rocky"" De La Fuente",Democratic,3,0.04%
Bernie Sanders,Democratic,"4,784",55.42%
Keith Judd,Democratic,12,0.14%
Willie L. Wilson,Democratic,2,0.02%
Martin J. O'Malley,Democratic,10,0.12%
John Wolfe,Democratic,4,0.05%
Jon Adams,Democratic,10,0.12%
Uncommitted,Democratic,96,1.11%
 ,Party Total:,"8,632", 
 , , , 
Chris Christie,Republican,38,0.19%
Jeb Bush,Republican,91,0.45%
Ben Carson,Republican,170,0.83%
Donald J. Trump,Republican,"9,080",44.49%
Marco Rubio,Republican,"1,148",5.63%
Ted Cruz,Republican,"8,117",39.77%
Rick Santorum,Republican,18,0.09%
Carly Fiorina,Republican,16,0.08%
John R. Kasich,Republican,"1,561",7.65%
Rand Paul,Republican,40,0.20%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,53,0.26%
Uncommitted,Republican,76,0.37%
 ,Party Total:,"20,408", 
 , , , 
Austin Petersen,Libertarian,11,24.44%
Steven Elliott (Steve) Kerbel,Libertarian,9,20.00%
Rhett Rosenquest Smith,Libertarian,1,2.22%
Cecil Ince,Libertarian,4,8.89%
Marc Allan Feldman,Libertarian,2,4.44%
Uncommitted,Libertarian,18,40.00%
 ,Party Total:,45, 
 , , , 
Uncommitted,Constitution,20,100.00%
 ,Total Votes:,"29,105", 
 , , , 
,,,
U.S. President, , ,18 of 18 Precincts Reported
Hillary Clinton,Democratic,401,43.78%
Henry Hewes,Democratic,1,0.11%
"Roque ""Rocky"" De La Fuente",Democratic,0,0.00%
Bernie Sanders,Democratic,507,55.35%
Keith Judd,Democratic,1,0.11%
Willie L. Wilson,Democratic,0,0.00%
Martin J. O'Malley,Democratic,0,0.00%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,0,0.00%
Uncommitted,Democratic,6,0.66%
 ,Party Total:,916, 
 , , , 
Chris Christie,Republican,10,0.32%
Jeb Bush,Republican,10,0.32%
Ben Carson,Republican,39,1.24%
Donald J. Trump,Republican,"1,429",45.47%
Marco Rubio,Republican,141,4.49%
Ted Cruz,Republican,"1,276",40.60%
Rick Santorum,Republican,4,0.13%
Carly Fiorina,Republican,0,0.00%
John R. Kasich,Republican,203,6.46%
Rand Paul,Republican,8,0.26%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,8,0.26%
Uncommitted,Republican,15,0.48%
 ,Party Total:,"3,143", 
 , , , 
Austin Petersen,Libertarian,3,60.00%
Steven Elliott (Steve) Kerbel,Libertarian,1,20.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,1,20.00%
Uncommitted,Libertarian,0,0.00%
 ,Party Total:,5, 
 , , , 
Uncommitted,Constitution,4,100.00%
 ,Total Votes:,"4,068", 
 , , , 
,,,
U.S. President, , ,11 of 11 Precincts Reported
Hillary Clinton,Democratic,171,48.03%
Henry Hewes,Democratic,1,0.28%
"Roque ""Rocky"" De La Fuente",Democratic,0,0.00%
Bernie Sanders,Democratic,176,49.44%
Keith Judd,Democratic,1,0.28%
Willie L. Wilson,Democratic,1,0.28%
Martin J. O'Malley,Democratic,0,0.00%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,1,0.28%
Uncommitted,Democratic,5,1.40%
 ,Party Total:,356, 
 , , , 
Chris Christie,Republican,4,0.37%
Jeb Bush,Republican,3,0.28%
Ben Carson,Republican,22,2.06%
Donald J. Trump,Republican,435,40.65%
Marco Rubio,Republican,69,6.45%
Ted Cruz,Republican,405,37.85%
Rick Santorum,Republican,2,0.19%
Carly Fiorina,Republican,0,0.00%
John R. Kasich,Republican,116,10.84%
Rand Paul,Republican,0,0.00%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,10,0.94%
Uncommitted,Republican,4,0.37%
 ,Party Total:,"1,070", 
 , , , 
Austin Petersen,Libertarian,0,0.00%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
